title,id,subCount,videoCount,viewCount,vidTitle,vidid,date,likes,dislikes,vid_views,vid_duration,vid_caption,likeRatio,startYear,startMonth,endYear,endMonth,interestChange,goodYoutuber,duration,Weighted_Sentiments
Mama Cake Face,UCWBBPYE39fZ-WaJ852SVwhQ,3430.0,134.0,792679.0,Estee Lauder Double Wear Foundation Review &amp; Wear Test,0mmJYSQGBkM,2017-06-26,36.0,1.0,2615.0,PT17M24S,False,0.972972972972973,2017,6,2017,7,111.89499999999998,1,1044,4.1948135235631225
Karina Waldron,UCDo0IgG37XXkMTk0fS6g31Q,50600.0,384.0,4483186.0,REVIEW: Estee Lauder Double Wear Foundation (Cashew),siTbh2JJhnA,2015-03-15,102.0,5.0,12421.0,PT5M42S,True,0.9532710280373832,2015,3,2015,3,-92.42999999999996,0,342,4.175110798624366
The feel good mum,UCAUms2YkFxPS1M6UFmK-TIw,8410.0,292.0,1325497.0,Estee Lauder New Double Wear Nude Cushion Stick Radiant Foundation Review,lmfAQt92Kqw,2016-07-24,52.0,4.0,10307.0,PT5M38S,False,0.9285714285714286,2016,7,2016,8,-131.44500000000005,0,338,2.774698358120366
go24jeffgordon,UC5GIw1Ab5df2D7Ybn2w7WsA,1040.0,277.0,359136.0,REVIEW: Estee Lauder Spotlight Skin Tone Perfector &amp; Illuminator,asksdhActlU,2011-05-07,25.0,3.0,5525.0,PT3M51S,False,0.8928571428571429,2011,5,2011,5,-45.42999999999995,0,231,2.9218323062178655
Trevor Ritchie,UCv2NRxQGar_wLS30AcKQWjQ,16000.0,267.0,1812851.0,Estee Lauder Advanced Night Repair Review | Intense Reset Concentrate for Anti-Aging,Qpw4PbB7Nh0,2020-06-08,178.0,3.0,6265.0,PT12M53S,True,0.9834254143646408,2020,6,2020,6,-76.26499999999976,0,773,5.182768465943913
No BS Beauty,UC7zemE5pZ5lhDeW4Fs2u74g,57000.0,1838.0,12353043.0,Estée Lauder Bronze Goddess Illuminating Powder Gelee Review and Swatches,bDo0RQGeJn8,2017-03-07,41.0,6.0,11350.0,PT2M23S,False,0.8723404255319149,2017,3,2017,3,147.77999999999997,1,143,0.6966310088674947
Justshellyanne,UCfp2akkHCETo0Vxd7429ZPA,16400.0,46.0,964791.0,Estee Lauder Double Wear Foundation Makeup DEMO/REVIEW,jhmD5euZgK0,2019-06-25,174.0,27.0,26464.0,PT14M8S,False,0.8656716417910447,2019,6,2019,7,-73.42999999999985,0,848,5.316684443561459
AshleySavoi,UCgJWvR3pcLdN9XguagM97dA,2990.0,120.0,226793.0,Estee Lauder Double Wear Foundation Review (1st Impressions + Demo) | AshleySavoi,7p4JAwnPu7o,2017-03-17,250.0,23.0,21505.0,PT16M28S,False,0.9157509157509156,2017,3,2017,3,173.00500000000008,1,988,3.3862148800109204
wannamakeup,UCROB2-0bJEcwiP059oNil_Q,17700.0,951.0,3243245.0,Estee Lauder &#39;Double Wear&#39; Maximum Cover Foundation Demo &amp; Review,v8ypxFUCIUY,2015-06-06,155.0,11.0,18678.0,PT11M52S,True,0.933734939759036,2015,6,2015,6,-336.1649999999998,0,712,7.666701138384719
JOJOFINE 01,UCZn8c7_hhSwzPIkNr9ef1SA,17200.0,328.0,1884874.0,ESTEE LAUDER DOUBLE WEAR NUDE FOUNDATION For Dark Skin Review/Demo,H8Es7u4nI30,2017-12-17,228.0,25.0,26396.0,PT13M41S,False,0.9011857707509882,2017,12,2017,12,-209.325,0,821,7.238082880747676
Tarababyz,UC2lrZAekBRR3iSFkmmNbBLg,143000.0,580.0,21437323.0,The Estee Edit by Estee Lauder : Review : Demo : Swatches,Ox36RCHA3hU,2016-02-26,1202.0,19.0,29163.0,PT14M42S,True,0.9844389844389844,2016,2,2016,3,-3.6549999999998586,0,882,2.1046446409055526
Pampered Wolf,UC8Nq-SrQLyc0DYuPrj0Y9uw,152000.0,406.0,15672140.0,ESTÉE LAUDER FUTURIST HYDRATING RESCUE FOUNDATION REVIEW,8Lc-Sy_v1SI,2020-02-20,2585.0,70.0,82477.0,PT24M12S,False,0.9736346516007532,2020,2,2020,3,7.279999999999857,1,1452,5.299264794544583
Asha Luxe,UCCj5afFKUHdHz2KmZZNzNtw,17300.0,86.0,5486990.0,Estee Lauder Envy Liquid Lip Potion ♡ Lip Swatches and Review,t-1BTKXC9HU,2015-10-13,149.0,18.0,30642.0,PT8M43S,True,0.8922155688622755,2015,10,2015,10,-28.81999999999993,0,523,1.1845517261481382
Gege Sideris,UCXHB5Ge8H5Btm7q3RfVAzkQ,1970.0,348.0,232180.0,Review on the Estee Lauder Futurist Hrydra Rescue Makeup Foundation | Dry Skin,2Aiy-SKRMTU,2020-02-17,17.0,2.0,625.0,PT18M58S,False,0.8947368421052632,2020,2,2020,3,260.295,1,1138,1.4075527911447772
Shahleena,UCWBgTc2dQN8h3oXLRXyV-yw,34600.0,1010.0,6328304.0,REVIEW Estee Lauder Double Wear Foundation,6eqa85G1_Hw,2015-01-06,291.0,21.0,33105.0,PT10M32S,True,0.9326923076923076,2015,1,2015,1,-224.375,0,632,5.094139129677678
LipsticknCurls,UCg3_ouPNOFSbjU_eYg4HslA,264000.0,530.0,19951459.0,Unboxing + Review Estee Lauder Double Wear Nude Foundation and More!,BsldaqatkWA,2017-09-03,344.0,25.0,10953.0,PT3M26S,False,0.9322493224932248,2017,9,2017,9,-192.33000000000013,0,206,2.1280303134226246
Danielle Rodriguez,UCJGY7TbuNatO-3j3CoQqfuA,392.0,66.0,127501.0,Estee Lauder Double Wear Custom Coverage Correcting Duo Review,TlEq_eViOxU,2018-04-06,32.0,12.0,7917.0,PT4M11S,False,0.7272727272727273,2018,4,2018,4,-300.5750000000002,0,251,0.0
Hello Gemma,UCkRmIt9npjwTgw0QYUVcSkg,78600.0,377.0,7423196.0,Estee Lauder Invisible Fluid Makeup Application &amp; Review | Gemsmaquillage,6spkhMRORZo,2012-02-12,402.0,30.0,36613.0,PT11M56S,True,0.9305555555555556,2012,2,2012,2,-398.685,0,716,2.013266941356386
Mel Thompson,UCTLwE0abQlY5f2NElU-q6uQ,167000.0,1146.0,26888226.0,Estee&#39; Lauder Double Wear Foundation Review &amp; Demo,52T8gr7DYWU,2017-04-20,536.0,1.0,10258.0,PT6M20S,False,0.9981378026070764,2017,4,2017,5,64.4649999999998,1,380,6.313756778794225
WavyKate,UCmj4GwpYv7dNTJG0sjw6ScA,2130.0,298.0,375886.0,Review &amp; Demo - Estee Lauder Double Wear Foundation | Oily/Blemish Prone Skin | Beauty | WavyKate,3t2WTJy8MZY,2016-10-09,39.0,2.0,3955.0,PT21M18S,False,0.951219512195122,2016,10,2016,10,104.24,1,1278,-0.4350820809481115
ClioMakeUpReview,UCcq9SQy5SY2073u6y0P5WHA,270000.0,432.0,53347821.0,Recensione Fondotinta Estee Lauder Double Wear Nude Review,l6gzAyb8AxI,2016-12-30,1698.0,23.0,63869.0,PT4M15S,False,0.9866356769320164,2016,12,2017,1,50.86000000000002,1,255,-2.807490089806436
HotandFlashy,UCU9rHRAeSzi--j1jkXQ47RA,899000.0,857.0,116301673.0,Foundation Friday Over 50 | Estee Lauder Futurist Hydra Rescue!,MXKYeYTZtk4,2020-02-14,9571.0,119.0,236099.0,PT15M23S,False,0.987719298245614,2020,2,2020,2,-130.53500000000008,0,923,5.844865923765637
MaggieA,UC9LdsZLax5GrrPokzbGm4Og,13300.0,175.0,1336161.0,REVIEW &amp; DEMO OF NEW ESTEE LAUDER FUTURIST HYDRA FOUNDATION... AS GOOD AS DOUBLE WEAR???,LRYSmFYDDVk,2020-03-01,231.0,12.0,20219.0,PT10M28S,False,0.9506172839506172,2020,3,2020,3,-266.3000000000002,0,628,4.310872784907858
A&B Style,UC8ZHaEVjtf_h7vyrurla2vQ,780.0,36.0,208086.0,Estée Lauder 2015 Holiday Set || Review/Demo/Swatches,nS71d8ujgJc,2015-11-03,176.0,22.0,37441.0,PT12M29S,True,0.8888888888888888,2015,11,2015,11,102.15999999999997,1,749,1.1373022469704859
hueyyrouge,UCn1J6PE2ki0KkXUh82VxwtA,4110.0,351.0,1026380.0,Estee Lauder Highlighting Cushion Stick [REVIEW/DEMO] | HUEYYROUGE,0kFzZO6spvM,2017-07-13,94.0,8.0,9249.0,PT7M25S,False,0.9215686274509804,2017,7,2017,7,-240.09500000000003,0,445,2.8133156796403536
SugarPuffAndFluff,UCUSV0-kNMyQGIDol_468KpA,272000.0,1127.0,36730283.0,ESTEE LAUDER DOUBLE WEAR POWDER FOUNDATION FOR MATURE SKIN?-DEMO/REVIEW,obb1Ya3NR6I,2019-06-14,1401.0,52.0,48675.0,PT14M49S,False,0.9642119752236752,2019,6,2019,6,-180.24499999999992,0,889,0.16217285633818002
Hidayat Adiasih,UCh5gNLclLYTCDZetw0QMCxQ,341.0,34.0,35009.0,Bvlgari Extreme pour Homme 1999 - Estee Lauder Pleasure for Men 1997 (REVIEW PARFUM INDONESIA),WvYEqf0FUN0,2020-09-25,26.0,3.0,1822.0,PT14M44S,False,0.8965517241379308,2020,9,2020,10,-308.91,0,884,0.017978398452812905
Poulami Sarkar,UCCTG9T8LMy9YJ6qWz0sIhpA,290.0,143.0,50132.0,ESTEE LAUDER DOUBLE WEAR STAY IN PLACE FOUNDATION REVIEW &amp; WEAR TEST || Poulami Sarkar,OSe4VWAqru8,2021-02-05,8.0,0.0,298.0,PT23M59S,False,1.0,2021,2,2021,2,-466.4549999999999,0,1439,-0.16043531754809243
Joan Sanrey,UC29DqlFY2lJ_wi7TWMu3JhQ,1040.0,56.0,131723.0,Review| Advanced Night Repair de Estée Lauder | EL ELIXIR DE LA ETERNA JUVENTUD,iIyOhkc_xhs,2020-08-17,85.0,5.0,2562.0,PT12M42S,False,0.9444444444444444,2020,8,2020,8,113.93999999999994,1,762,2.904340772006611
Geek Out of Water,UCsrclGf33ckcoYZwEgdfcvg,26300.0,772.0,3799639.0,ESTEE LAUDER FUTURIST HYDRA RESCUE MOISTURIZING MAKEUP | Dry Skin Review &amp; Wear Test,aox_mLwxBTQ,2020-01-16,1267.0,6.0,35046.0,PT16M8S,False,0.9952867242733701,2020,1,2020,1,-71.57500000000005,0,968,6.967641829887982
La Fashionista Realista,UCwwrFsf-HRKPHXq7KjXwPZA,144000.0,849.0,14657376.0,REVIEW ESTEE LAUDER DOUBLE WEAR (2018) | ¡Mi base favorita!,IUraN2ShQb8,2018-05-18,1739.0,24.0,46839.0,PT15M9S,False,0.9863868406125922,2018,5,2018,6,202.9350000000001,1,909,2.607715616347872
somegirljess,UCzasQlBSuRXvzePW7-TY1AA,141000.0,354.0,29586312.0,ESTÉE LAUDER DOUBLE WEAR *LIGHT* SOFT MATTE HYDRA FOUNDATION REVIEW,wNWoHNNzDLQ,2019-02-02,554.0,13.0,43270.0,PT12M21S,False,0.9770723104056436,2019,2,2019,2,-62.09499999999992,0,741,7.484654844496377
Abby Bliss White,UCbhsiSTN5Y0fwb_LNUg2AjQ,19000.0,632.0,3094978.0,NEW! ESTEE LAUDER FUTURIST HYDRA RESCUE MOISTURIZING MAKEUP SPF 45  REVIEW |,1HTVq1_lP1I,2020-02-04,909.0,37.0,44517.0,PT19M23S,False,0.9608879492600424,2020,2,2020,2,221.94000000000003,1,1163,8.939344570234761
FragranceX.com,UCWdHej_BLGaahmXJzassVmQ,19000.0,2292.0,4491310.0,Pleasures Intense by Estee Lauder Perfume Review,phpIIwd0G5k,2017-03-04,29.0,3.0,2707.0,PT43S,False,0.90625,2017,3,2017,3,-280.1550000000001,0,43,-0.3991585444579719
roxi_lovesmakeup,UCasXgR6cAHScuz3yNv_ZmYQ,471.0,22.0,5531.0,The Ordinary Coverage Foundation on oily and acne prone skin - review + wear test | roxi_lovesmakeup,h6M58rvYjzE,2021-03-14,18.0,0.0,404.0,PT8M59S,False,1.0,2021,3,2021,3,38.42000000000007,1,539,-0.9005592574635606
Foteini Armstrong,UCFsYq4Iv75jAzpd4QibRPbg,1160.0,169.0,60653.0,NEW DIOR FOREVER NUDE NATURAL FOUNDATION,p7Tksi28ev4,2021-03-27,21.0,0.0,245.0,PT7M12S,False,1.0,2021,3,2021,4,-253.75000000000026,0,432,2.0902527141941913
